Property_price_EGP,Location_governorate,Location_City,Bed_Rooms,Bath_Rooms,Home_Space_SQM,Furnished,Property_Type,Payment_Option,Delivery_Date
"6,300,000",Cairo,New Cairo - El Tagamoa,3,3,200,No,Apartment,Cash,Ready To Move
"2,700,000",Cairo,Madinaty,3,2,165,No,Apartment,Cash,Ready To Move
"2,700,000Negotiable",,160 SQM,31icon/categories/area160 SQM,,icon/categories/area160,No,Apartment,Cash,Ready To Move
"1,950,000",Cairo,Madinaty,2,2,96,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Rehab City,3,3,155,No,Apartment,Cash,Ready To Move
"1,850,000",Cairo,Madinaty,2,1,107,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Madinaty,3,3,200,No,Apartment,Cash,Ready To Move
"300,000",Cairo,Hadayek al-Kobba,3,1,140,No,Apartment,Cash,Ready To Move
"2,350,000Negotiable",,135 SQM,32icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"2,400,000Negotiable",,135 SQM,32icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"1,200,000",Cairo,Sheraton,2,1,120,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,Madinaty,3,2,135,No,Apartment,Cash,Ready To Move
"600,000",Cairo,Badr City,2,1,85,No,Apartment,Cash,Ready To Move
"2,200,000Negotiable",,116 SQM,32icon/categories/area116 SQM,,icon/categories/area116,No,Apartment,Cash,Ready To Move
"4,500,000",Cairo,New Cairo - El Tagamoa,4,2,240,No,Apartment,Cash,Ready To Move
"1,200,000Negotiable",,96 SQM,31icon/categories/area96 SQM,,icon/categories/area96,No,Apartment,Cash,Ready To Move
"1,000,000",Alexandria,Zezenia,2,1,120,No,Apartment,Cash,Ready To Move
"4,500,000",Cairo,Rehab City,3,2,286,No,Apartment,Cash,Ready To Move
"360,000Negotiable",,120 SQM,21icon/categories/area120 SQM,,icon/categories/area120,No,Apartment,Cash,Ready To Move
"450,000Negotiable",,135 SQM,31icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"700,000",Cairo,Helmeyat El Zaytoun,2,1,90,No,Apartment,Cash,Ready To Move
"550,000",Cairo,Helmeyat El Zaytoun,3,1,100,No,Apartment,Cash,Ready To Move
"530,000",Cairo,Helmeyat El Zaytoun,2,1,80,No,Apartment,Cash,Ready To Move
"1,850,000Negotiable",,185 SQM,32icon/categories/area185 SQM,,icon/categories/area185,No,Apartment,Cash,Ready To Move
"4,200,000",Cairo,Rehab City,3,4,248,No,Apartment,Cash,Ready To Move
"4,200,000",Cairo,Rehab City,3,4,248,No,Apartment,Cash,Ready To Move
"600,000",Alexandria,Mandara,3,1,120,No,Apartment,Cash,Ready To Move
"2,400,000Negotiable",,141 SQM,32icon/categories/area141 SQM,,icon/categories/area141,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Madinaty,3,2,116,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Rehab City,2,2,92,No,Apartment,Cash,Ready To Move
"1,900,000Negotiable",,106 SQM,21icon/categories/area106 SQM,,icon/categories/area106,No,Apartment,Cash,Ready To Move
"5,750,000Negotiable",,200 SQM,33icon/categories/area200 SQM,,icon/categories/area200,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Obour City,3,2,200,No,Apartment,Cash,Ready To Move
"2,500,000Negotiable",,119 SQM,33icon/categories/area119 SQM,,icon/categories/area119,No,Apartment,Cash,Ready To Move
"1,650,000",Cairo,New Cairo - El Tagamoa,2,2,96,No,Apartment,Cash,Ready To Move
"1,100,000",Cairo,Badr City,3,2,130,No,Apartment,Cash,Ready To Move
"1,150,000",Cairo,New Cairo - El Tagamoa,2,1,110,No,Apartment,Cash,Ready To Move
"500,000",Giza,6th of October,3,1,100,No,Apartment,Cash,Ready To Move
"4,500,000",Alexandria,Sidi Gaber,4,3,300,No,Apartment,Cash,Ready To Move
"2,400,000Negotiable",,135 SQM,32icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"2,250,000Negotiable",,143 SQM,31icon/categories/area143 SQM,,icon/categories/area143,No,Apartment,Cash,Ready To Move
"1,350,000",Cairo,Madinaty,2,2,92,No,Apartment,Cash,Ready To Move
"3,300,000",Cairo,New Cairo - El Tagamoa,2,2,166,No,Apartment,Cash,Ready To Move
"245,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"750,000Negotiable",,160 SQM,32icon/categories/area160 SQM,,icon/categories/area160,No,Apartment,Cash,Ready To Move
"2,900,000",Cairo,Madinaty,3,3,175,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,New Cairo - El Tagamoa,3,2,190,No,Apartment,Cash,Ready To Move
"270,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"1,850,000",Cairo,Madinaty,3,3,133,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Madinaty,3,3,200,No,Apartment,Cash,Ready To Move
"310,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"850,000Negotiable",,143 SQM,31icon/categories/area143 SQM,,icon/categories/area143,No,Apartment,Cash,Ready To Move
"2,050,000",Cairo,Madinaty,3,1,143,No,Apartment,Cash,Ready To Move
"490,000",Cairo,Badr City,2,1,100,No,Apartment,Cash,Ready To Move
"3,500,000Negotiable",,149 SQM,33icon/categories/area149 SQM,,icon/categories/area149,No,Apartment,Cash,Ready To Move
"1,650,000",Cairo,Madinaty,2,1,107,No,Apartment,Cash,Ready To Move
"600,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Maadi,3,2,225,No,Apartment,Cash,Ready To Move
"2,700,000",Cairo,New Cairo - El Tagamoa,4,3,225,No,Apartment,Cash,Ready To Move
"465,000Negotiable",,135 SQM,31icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"800,000Negotiable",,165 SQM,33icon/categories/area165 SQM,,icon/categories/area165,No,Apartment,Cash,Ready To Move
"2,750,000",Cairo,Rehab City,3,3,155,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Madinaty,3,2,116,No,Apartment,Cash,Ready To Move
"1,650,000",Cairo,Madinaty,2,2,96,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,3,2,103,No,Apartment,Cash,Ready To Move
"2,900,000",Cairo,Madinaty,3,3,200,No,Apartment,Cash,Ready To Move
"1,700,000",Giza,Sheikh Zayed,3,3,150,No,Apartment,Cash,Ready To Move
"2,700,000",Giza,Sheikh Zayed,3,3,240,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Madinaty,3,2,135,No,Apartment,Cash,Ready To Move
"3,300,000",Giza,Sheikh Zayed,4,2,170,No,Apartment,Cash,Ready To Move
"380,000",Alexandria,Agami,2,1,115,No,Apartment,Cash,Ready To Move
"520,000Negotiable",,115 SQM,31icon/categories/area115 SQM,,icon/categories/area115,No,Apartment,Cash,Ready To Move
"2,250,000",Gharbia,Tanta,3,2,200,No,Apartment,Cash,Ready To Move
"1,850,000",Cairo,Madinaty,3,1,96,No,Apartment,Cash,Ready To Move
"300,000",Alexandria,Agami,2,1,120,No,Apartment,Cash,Ready To Move
"1,650,000",Cairo,Hadayek al-Kobba,3,2,175,No,Apartment,Cash,Ready To Move
"3,500,000Negotiable",,171 SQM,33icon/categories/area171 SQM,,icon/categories/area171,No,Apartment,Cash,Ready To Move
"2,200,000",Alexandria,Smoha,3,2,146,No,Apartment,Cash,Ready To Move
"1,600,000",Red Sea,Hurghada,2,1,110,No,Apartment,Cash,Ready To Move
"3,000,000Negotiable",,276 SQM,33icon/categories/area276 SQM,,icon/categories/area276,No,Apartment,Cash,Ready To Move
"650,000",Alexandria,Sidi Gaber,2,1,90,No,Apartment,Cash,Ready To Move
"900,000",Cairo,Mokattam,2,2,120,No,Apartment,Cash,Ready To Move
"1,250,000Negotiable",,160 SQM,32icon/categories/area160 SQM,,icon/categories/area160,No,Apartment,Cash,Ready To Move
"310,000",Cairo,Obour City,3,1,90,No,Apartment,Cash,Ready To Move
"1,850,000",Cairo,New Cairo - El Tagamoa,2,2,136,No,Apartment,Cash,Ready To Move
"215,000Negotiable",,85 SQM,21icon/categories/area85 SQM,,icon/categories/area85,No,Apartment,Cash,Ready To Move
"1,550,000",Cairo,Madinaty,3,2,108,No,Apartment,Cash,Ready To Move
"1,430,000Negotiable",,143 SQM,32icon/categories/area143 SQM,,icon/categories/area143,No,Apartment,Cash,Ready To Move
"1,650,000",Cairo,Madinaty,3,2,103,No,Apartment,Cash,Ready To Move
"530,000Negotiable",,94 SQM,31icon/categories/area94 SQM,,icon/categories/area94,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Nasr City,3,2,190,No,Apartment,Cash,Ready To Move
"440,000",Giza,6th of October,2,1,80,No,Apartment,Cash,Ready To Move
"3,800,000",Cairo,New Cairo - El Tagamoa,2,2,127,No,Apartment,Cash,Ready To Move
"1,650,000",Cairo,Nasr City,3,2,160,No,Apartment,Cash,Ready To Move
"2,750,000",Cairo,Madinaty,3,3,165,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,New Cairo - El Tagamoa,3,2,200,No,Apartment,Cash,Ready To Move
"800,000Negotiable",,130 SQM,22icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,Nasr City,3,1,190,No,Apartment,Cash,Ready To Move
"1,200,000Negotiable",,150 SQM,31icon/categories/area150 SQM,,icon/categories/area150,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Nasr City,3,3,220,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Nasr City,3,3,300,No,Apartment,Cash,Ready To Move
"1,550,000",Cairo,Madinaty,2,2,96,No,Apartment,Cash,Ready To Move
"1,880,000Negotiable",,144 SQM,33icon/categories/area144 SQM,,icon/categories/area144,No,Apartment,Cash,Ready To Move
"1,050,000",Giza,Sheikh Zayed,3,1,109,No,Apartment,Cash,Ready To Move
"1,500,000",Dakahlia,Mansura,3,2,150,No,Apartment,Cash,Ready To Move
"2,700,000Negotiable",,230 SQM,33icon/categories/area230 SQM,,icon/categories/area230,No,Apartment,Cash,Ready To Move
"1,200,000Negotiable",,200 SQM,32icon/categories/area200 SQM,,icon/categories/area200,No,Apartment,Cash,Ready To Move
"1,500,000Negotiable",,153 SQM,32icon/categories/area153 SQM,,icon/categories/area153,No,Apartment,Cash,Ready To Move
"1,400,000",Cairo,Helmeyat El Zaytoun,3,2,180,No,Apartment,Cash,Ready To Move
"600,000",Cairo,Obour City,2,1,100,No,Apartment,Cash,Ready To Move
"2,800,000Negotiable",,165 SQM,32icon/categories/area165 SQM,,icon/categories/area165,No,Apartment,Cash,Ready To Move
"1,550,000",Giza,Sheikh Zayed,2,2,145,No,Apartment,Cash,Ready To Move
"285,000Negotiable",,110 SQM,21icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"870,000",Giza,Hadayek al-Ahram,2,2,220,No,Apartment,Cash,Ready To Move
"4,100,000",Cairo,Madinaty,3,3,177,No,Apartment,Cash,Ready To Move
"245,000Negotiable",,110 SQM,21icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"950,000",Giza,Dokki,3,1,142,No,Apartment,Cash,Ready To Move
"2,500,000Negotiable",,133 SQM,32icon/categories/area133 SQM,,icon/categories/area133,No,Apartment,Cash,Ready To Move
"255,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"1,350,000",Cairo,Nasr City,3,2,145,No,Apartment,Cash,Ready To Move
"4,400,000",Cairo,Maadi,3,2,240,No,Apartment,Cash,Ready To Move
"1,400,000",Cairo,Madinaty,2,1,82,No,Apartment,Cash,Ready To Move
"1,750,000Negotiable",,165 SQM,32icon/categories/area165 SQM,,icon/categories/area165,No,Apartment,Cash,Ready To Move
"3,300,000",Cairo,Madinaty,3,3,200,No,Apartment,Cash,Ready To Move
"325,000Negotiable",,100 SQM,21icon/categories/area100 SQM,,icon/categories/area100,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,New Cairo - El Tagamoa,2,2,146,No,Apartment,Cash,Ready To Move
"6,000,000",Cairo,New Cairo - El Tagamoa,3,3,220,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Maadi,2,2,135,No,Apartment,Cash,Ready To Move
"550,000Negotiable",,65 SQM,21icon/categories/area65 SQM,,icon/categories/area65,No,Apartment,Cash,Ready To Move
"2,050,000Negotiable",,185 SQM,32icon/categories/area185 SQM,,icon/categories/area185,No,Apartment,Cash,Ready To Move
"1,350,000Negotiable",,92 SQM,21icon/categories/area92 SQM,,icon/categories/area92,No,Apartment,Cash,Ready To Move
"1,850,000",Giza,Sheikh Zayed,3,2,161,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,New Cairo - El Tagamoa,3,2,180,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Rehab City,2,1,90,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,3,2,116,No,Apartment,Cash,Ready To Move
"4,500,000",Cairo,Katameya,2,2,168,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Rehab City,1,1,60,No,Apartment,Cash,Ready To Move
"1,650,000Negotiable",,96 SQM,22icon/categories/area96 SQM,,icon/categories/area96,No,Apartment,Cash,Ready To Move
"2,850,000",Cairo,Heliopolis,4,3,250,No,Apartment,Cash,Ready To Move
"485,000Negotiable",,150 SQM,32icon/categories/area150 SQM,,icon/categories/area150,No,Apartment,Cash,Ready To Move
"7,000,000",Cairo,New Cairo - El Tagamoa,2,3,148,No,Apartment,Cash,Ready To Move
"1,550,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"5,400,000",Cairo,New Cairo - El Tagamoa,2,3,141,No,Apartment,Cash,Ready To Move
"3,100,000",Cairo,New Cairo - El Tagamoa,2,2,146,No,Apartment,Cash,Ready To Move
"2,750,000Negotiable",,155 SQM,33icon/categories/area155 SQM,,icon/categories/area155,No,Apartment,Cash,Ready To Move
"12,000,000",Alexandria,Miami,2,2,175,No,Apartment,Cash,Ready To Move
"2,200,000",Alexandria,Smoha,3,2,175,No,Apartment,Cash,Ready To Move
"2,370,000Negotiable",,200 SQM,32icon/categories/area200 SQM,,icon/categories/area200,No,Apartment,Cash,Ready To Move
"750,000Negotiable",,130 SQM,31icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"700,000",Sharqia,Zagazig,3,2,150,No,Apartment,Cash,Ready To Move
"2,800,000",Cairo,Madinaty,3,3,168,No,Apartment,Cash,Ready To Move
"975,000",Cairo,Hadayek al-Kobba,3,1,110,No,Apartment,Cash,Ready To Move
"1,700,000Negotiable",,124 SQM,32icon/categories/area124 SQM,,icon/categories/area124,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Heliopolis,2,1,170,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,New Cairo - El Tagamoa,3,2,137,No,Apartment,Cash,Ready To Move
"2,350,000",Cairo,New Cairo - El Tagamoa,3,2,185,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,New Cairo - El Tagamoa,2,1,110,No,Apartment,Cash,Ready To Move
"1,280,000Negotiable",,69 SQM,21icon/categories/area69 SQM,,icon/categories/area69,No,Apartment,Cash,Ready To Move
"2,500,000Negotiable",,250 SQM,42icon/categories/area250 SQM,,icon/categories/area250,No,Apartment,Cash,Ready To Move
"2,000,000",Giza,Sheikh Zayed,3,2,209,No,Apartment,Cash,Ready To Move
"3,000,000Negotiable",,210 SQM,33icon/categories/area210 SQM,,icon/categories/area210,No,Apartment,Cash,Ready To Move
"1,600,000",Cairo,Rehab City,2,1,90,No,Apartment,Cash,Ready To Move
"1,450,000",Cairo,Madinaty,2,2,89,No,Apartment,Cash,Ready To Move
"690,000",Alexandria,Mandara,2,1,105,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,Heliopolis,2,2,165,No,Apartment,Cash,Ready To Move
"445,000Negotiable",,110 SQM,31icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Madinaty,3,2,116,No,Apartment,Cash,Ready To Move
"2,250,000Negotiable",,119 SQM,32icon/categories/area119 SQM,,icon/categories/area119,No,Apartment,Cash,Ready To Move
"3,950,000",Giza,Sheikh Zayed,3,2,230,No,Apartment,Cash,Ready To Move
"3,200,000",Giza,Sheikh Zayed,3,3,154,No,Apartment,Cash,Ready To Move
"4,300,000",Cairo,New Cairo - El Tagamoa,2,2,168,No,Apartment,Cash,Ready To Move
"1,050,000",Alexandria,Asafra,3,1,180,No,Apartment,Cash,Ready To Move
"250,000",Cairo,Salam City,3,2,125,No,Apartment,Cash,Ready To Move
"3,250,000Negotiable",,139 SQM,33icon/categories/area139 SQM,,icon/categories/area139,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,3,2,135,No,Apartment,Cash,Ready To Move
"2,250,000Negotiable",,131 SQM,22icon/categories/area131 SQM,,icon/categories/area131,No,Apartment,Cash,Ready To Move
"560,000",Fayoum,Fayoum City,2,1,121,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Rehab City,3,2,155,No,Apartment,Cash,Ready To Move
"1,650,000Negotiable",,96 SQM,22icon/categories/area96 SQM,,icon/categories/area96,No,Apartment,Cash,Ready To Move
"900,000Negotiable",,170 SQM,32icon/categories/area170 SQM,,icon/categories/area170,No,Apartment,Cash,Ready To Move
"670,000",Giza,Hadayek al-Ahram,2,2,100,No,Apartment,Cash,Ready To Move
"4,150,000",Cairo,New Cairo - El Tagamoa,3,2,188,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Rehab City,3,2,176,No,Apartment,Cash,Ready To Move
"510,000",Red Sea,Hurghada,1,1,60,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Madinaty,2,2,96,No,Apartment,Cash,Ready To Move
"1,650,000",Cairo,Madinaty,2,1,96,No,Apartment,Cash,Ready To Move
"320,000Negotiable",,110 SQM,21icon/categories/area110 SQM,,icon/categories/area110,No,Apartment,Cash,Ready To Move
"2,625,000Negotiable",,145 SQM,32icon/categories/area145 SQM,,icon/categories/area145,No,Apartment,Cash,Ready To Move
"350,000Negotiable",,70 SQM,21icon/categories/area70 SQM,,icon/categories/area70,No,Apartment,Cash,Ready To Move
"1,850,000",Giza,Sheikh Zayed,3,3,161,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Rehab City,3,3,155,No,Apartment,Cash,Ready To Move
"680,000",Cairo,Mokattam,2,1,135,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Madinaty,3,2,103,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Madinaty,2,1,91,No,Apartment,Cash,Ready To Move
"1,650,000",Cairo,Madinaty,2,2,96,No,Apartment,Cash,Ready To Move
"2,600,000",Alexandria,Camp Caesar,3,1,172,No,Apartment,Cash,Ready To Move
"3,700,000",Cairo,Rehab City,4,3,196,No,Apartment,Cash,Ready To Move
"1,750,000Negotiable",,107 SQM,21icon/categories/area107 SQM,,icon/categories/area107,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Rehab City,3,3,119,No,Apartment,Cash,Ready To Move
"510,000",Cairo,New Cairo - El Tagamoa,3,1,115,No,Apartment,Cash,Ready To Move
"4,100,000",Giza,Sheikh Zayed,3,3,262,No,Apartment,Cash,Ready To Move
"2,538,000",South Sinai,Sharm al-Sheikh,2,1,145,No,Apartment,Cash,Ready To Move
"9,500,000",Cairo,New Cairo - El Tagamoa,3,3,244,No,Apartment,Cash,Ready To Move
"8,500,000",Cairo,New Cairo - El Tagamoa,3,3,234,No,Apartment,Cash,Ready To Move
"6,000,000",Cairo,New Cairo - El Tagamoa,3,3,235,No,Apartment,Cash,Ready To Move
"2,700,000Negotiable",,160 SQM,33icon/categories/area160 SQM,,icon/categories/area160,No,Apartment,Cash,Ready To Move
"4,000,000",Alexandria,Stanley,3,3,267,No,Apartment,Cash,Ready To Move
"2,050,000",Giza,Sheikh Zayed,2,1,70,No,Apartment,Cash,Ready To Move
"1,500,000",Giza,6th of October,2,1,125,No,Apartment,Cash,Ready To Move
"800,000Negotiable",,120 SQM,21icon/categories/area120 SQM,,icon/categories/area120,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Madinaty,3,1,96,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,New Cairo - El Tagamoa,3,2,130,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,Madinaty,3,1,133,No,Apartment,Cash,Ready To Move
"1,400,000",Cairo,Madinaty,2,1,82,No,Apartment,Cash,Ready To Move
"2,500,000Negotiable",,182 SQM,32icon/categories/area182 SQM,,icon/categories/area182,No,Apartment,Cash,Ready To Move
"1,800,000",Giza,Sheikh Zayed,3,1,130,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Rehab City,2,2,120,No,Apartment,Cash,Ready To Move
"1,750,000",Alexandria,Glim,2,2,125,No,Apartment,Cash,Ready To Move
"640,000Negotiable",,150 SQM,31icon/categories/area150 SQM,,icon/categories/area150,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Madinaty,3,3,165,No,Apartment,Cash,Ready To Move
"1,450,000",Cairo,Sheraton,2,1,120,No,Apartment,Cash,Ready To Move
"2,750,000Negotiable",,164 SQM,32icon/categories/area164 SQM,,icon/categories/area164,No,Apartment,Cash,Ready To Move
"450,000",Cairo,New Cairo - El Tagamoa,2,1,70,No,Apartment,Cash,Ready To Move
"3,200,000",Cairo,Madinaty,3,3,175,No,Apartment,Cash,Ready To Move
"230,000",Sharqia,10th of Ramadan,2,1,63,No,Apartment,Cash,Ready To Move
"3,350,000",Giza,Sheikh Zayed,3,3,204,No,Apartment,Cash,Ready To Move
"790,000Negotiable",,95 SQM,21icon/categories/area95 SQM,,icon/categories/area95,No,Apartment,Cash,Ready To Move
"780,000Negotiable",,135 SQM,31icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"1,650,000Negotiable",,107 SQM,21icon/categories/area107 SQM,,icon/categories/area107,No,Apartment,Cash,Ready To Move
"1,750,000Negotiable",,165 SQM,32icon/categories/area165 SQM,,icon/categories/area165,No,Apartment,Cash,Ready To Move
"650,000",South Sinai,Sharm al-Sheikh,1,1,65,No,Apartment,Cash,Ready To Move
"1,780,000",Cairo,Rehab City,2,1,90,No,Apartment,Cash,Ready To Move
"1,200,000",Giza,Faisal,3,2,230,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Madinaty,3,2,135,No,Apartment,Cash,Ready To Move
"270,000",Cairo,Ain Shams,2,1,75,No,Apartment,Cash,Ready To Move
"3,600,000Negotiable",,196 SQM,43icon/categories/area196 SQM,,icon/categories/area196,No,Apartment,Cash,Ready To Move
"4,600,000",Cairo,New Cairo - El Tagamoa,3,3,207,No,Apartment,Cash,Ready To Move
"4,500,000",Cairo,New Cairo - El Tagamoa,3,3,180,No,Apartment,Cash,Ready To Move
"380,000Negotiable",,115 SQM,31icon/categories/area115 SQM,,icon/categories/area115,No,Apartment,Cash,Ready To Move
"3,350,000",Cairo,Madinaty,3,3,175,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1,100,No,Apartment,Cash,Ready To Move
"2,600,000",Cairo,Nasr City,3,3,320,No,Apartment,Cash,Ready To Move
"650,000Negotiable",,190 SQM,32icon/categories/area190 SQM,,icon/categories/area190,No,Apartment,Cash,Ready To Move
"320,000",Giza,Kerdasa,2,1,100,No,Apartment,Cash,Ready To Move
"1,500,000",Giza,6th of October,3,2,145,No,Apartment,Cash,Ready To Move
"310,000",Cairo,Badr City,3,1,95,No,Apartment,Cash,Ready To Move
"1,150,000",Cairo,Madinaty,2,1,71,No,Apartment,Cash,Ready To Move
"2,000,000",Alexandria,Smoha,3,2,152,No,Apartment,Cash,Ready To Move
"1,800,000Negotiable",,96 SQM,22icon/categories/area96 SQM,,icon/categories/area96,No,Apartment,Cash,Ready To Move
"1,150,000",Gharbia,Tanta,3,1,105,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,New Cairo - El Tagamoa,3,2,200,No,Apartment,Cash,Ready To Move
"1,150,000",Cairo,Nasr City,3,2,165,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Madinaty,3,2,135,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Madinaty,2,1,107,No,Apartment,Cash,Ready To Move
"2,625,000",Giza,Sheikh Zayed,3,2,146,No,Apartment,Cash,Ready To Move
"4,100,000",Cairo,Madinaty,4,4,244,No,Apartment,Cash,Ready To Move
